month,ccaa,operator,power_kW,band,usagecost_original,parsed,reason
2025-09,Castilla y León,,22.0,AC,free,,free
2025-09,Castilla y León,,22.0,AC,free,,free
2025-09,Castilla y León,,2.3,AC,free,,free
2025-09,Castilla y León,,22.0,AC,"0,20€",,no_kwh
2025-09,Castilla y León,,3.7,AC,,,no_kwh
2025-09,Castilla y León,,2.3,AC,,,no_kwh
2025-09,Castilla y León,,150.0,DC,"0,60€/kWh",0.6,ok
2025-09,Castilla y León,,7.4,AC,0,,no_kwh
2025-09,Castilla y León,,60.0,DC,"0,30€/kWh",0.3,ok
2025-09,Castilla y León,,100.0,DC,"0.59€/kWh >60kW - 0,45€/kWh DC - 0,32€/kWh AC",0.59,ok
2025-09,Castilla y León,,50.0,DC,"0.59€/kWh >60kW - 0,45€/kWh DC - 0,32€/kWh AC",0.59,ok
2025-09,Castilla y León,,100.0,DC,"0.59€/kWh >60kW - 0,45€/kWh DC - 0,32€/kWh AC",0.59,ok
2025-09,Castilla y León,,50.0,DC,"0.59€/kWh >60kW - 0,45€/kWh DC - 0,32€/kWh AC",0.59,ok
2025-09,Castilla y León,,22.0,AC,"0.59€/kWh >60kW - 0,45€/kWh DC - 0,32€/kWh AC",0.59,ok
2025-09,Castilla y León,,22.0,AC,"0,38€/kWh AC - (0,03€/min parked without charging)",0.38,ok
2025-09,Castilla y León,,7.4,AC,"0,38€/kWh",0.38,ok
2025-09,Castilla y León,,7.4,AC,free,,free
2025-09,Castilla y León,,22.0,AC,Free,,free
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,11.0,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,free,,free
2025-09,Castilla y León,,150.0,DC,0.59€/kWh,0.59,ok
2025-09,Castilla y León,,150.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Castilla y León,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Castilla y León,,50.0,DC,"0,54€/kWh 80-200kW - 0,45€/kWh - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Castilla y León,,22.0,AC,"0,54€/kWh 80-200kW - 0,45€/kWh - 0,39€/kWh 22kW AC",0.54,ok
2025-09,Castilla y León,,7.4,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,43.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,50.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,50.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,22.0,AC,Free,,free
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,43.0,DC,"0,47€/kWh DC - 0,35€/kWh AC",0.47,ok
2025-09,Castilla y León,,50.0,DC,"0,47€/kWh DC - 0,35€/kWh AC",0.47,ok
2025-09,Castilla y León,,50.0,DC,"0,47€/kWh DC - 0,35€/kWh AC",0.47,ok
2025-09,Castilla y León,,22.0,AC,"0,22€/kWh ",0.22,ok
2025-09,Castilla y León,,22.0,AC,"0,35€/kWh",0.35,ok
2025-09,Castilla y León,,50.0,DC,"0,46€/kWh",0.46,ok
2025-09,Castilla y León,,22.0,AC,"0,46€/kWh",0.46,ok
2025-09,Castilla y León,,50.0,DC,"0,46€/kWh",0.46,ok
2025-09,Castilla y León,,5.0,AC,0.40€/kWh,0.4,ok
2025-09,Castilla y León,,7.4,AC,0.40€/kWh,0.4,ok
2025-09,Castilla y León,,11.0,AC,"parking fee + 0,20€/kWh (0,01€/min parked without charging)",0.2,ok
2025-09,Castilla y León,,22.0,AC,Recarga gratuita + parking pago,,no_kwh
2025-09,Castilla y León,,2.3,AC,Recarga gratuita + parking pago,,no_kwh
2025-09,Castilla y León,,11.0,AC,Recarga gratuita + parking pago,,no_kwh
2025-09,Castilla y León,,2.3,AC,Recarga gratuita + parking pago,,no_kwh
2025-09,Castilla y León,,7.4,AC,Recarga gratuita + parking pago,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,11.0,AC,,,no_kwh
2025-09,Castilla y León,,11.0,AC,,,no_kwh
2025-09,Castilla y León,,2.3,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,0.40€/kWh,0.4,ok
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,3.7,AC,,,no_kwh
2025-09,Castilla y León,,11.0,AC,4€/h,,no_kwh
2025-09,Castilla y León,,150.0,DC,"0,60€/kWh",0.6,ok
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh ",0.25,ok
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,"0,38€/kWh",0.38,ok
2025-09,Castilla y León,,7.3,AC,"0,29€/kWh",0.29,ok
2025-09,Castilla y León,,50.0,DC,,,no_kwh
2025-09,Castilla y León,,50.0,DC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,60.0,DC,"0,30€/kWh",0.3,ok
2025-09,Castilla y León,,22.0,AC,"0,44€/kWh",0.44,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,25.0,DC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,150.0,DC,"0,58€/kWh DC >60kW (0,40€/min parked without charging)",0.58,ok
2025-09,Castilla y León,,150.0,DC," 0,55€/kWh",0.55,ok
2025-09,Castilla y León,,50.0,DC,"0,39€/kWh",0.39,ok
2025-09,Castilla y León,,50.0,DC,"0,39€/kWh",0.39,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Castilla y León,,43.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,2.3,AC,,,no_kwh
2025-09,Castilla y León,,3.7,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,50.0,DC," 0,47€/kWh",0.47,ok
2025-09,Castilla y León,,50.0,DC," 0,47€/kWh",0.47,ok
2025-09,Castilla y León,,43.0,DC," 0,47€/kWh",0.47,ok
2025-09,Castilla y León,,3.7,AC,,,no_kwh
2025-09,Castilla y León,,100.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Castilla y León,,100.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Castilla y León,,150.0,DC,"0,45€/kWh DC - 0,32€/kWh AC",0.45,ok
2025-09,Castilla y León,,22.0,AC,"0,45€/kWh DC - 0,32€/kWh AC",0.45,ok
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,100.0,DC,"0,55€/kWh DC ",0.55,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Castilla y León,,100.0,DC,,,no_kwh
2025-09,Castilla y León,,60.0,DC,"0,40€/kWh",0.4,ok
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,"0,45€/kWh AC",0.45,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Castilla y León,,43.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh ",0.45,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,free (max. 3h),,free
2025-09,Castilla y León,,22.0,AC,,,empty
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,3.7,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,100.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Castilla y León,,100.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh DC - 0,39€/kWh AC",0.45,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh DC - 0,39€/kWh AC",0.45,ok
2025-09,Castilla y León,,22.0,AC,"0,45€/kWh DC - 0,39€/kWh AC",0.45,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,2.3,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,60.0,DC,"0,43€/kWh DC - 0,35€/kWh AC",0.43,ok
2025-09,Castilla y León,,22.0,AC,"0,43€/kWh DC - 0,35€/kWh AC",0.43,ok
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,22.0,AC,"0,45€/kWh AC",0.45,ok
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,"0,45€/kWh AC",0.45,ok
2025-09,Castilla y León,,7.4,AC,10€/day,,no_kwh
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-09,Castilla y León,,3.7,AC,free,,free
2025-09,Castilla y León,,50.0,DC," 0,47€/kWh DC",0.47,ok
2025-09,Castilla y León,,22.0,AC," 0,47€/kWh DC",0.47,ok
2025-09,Castilla y León,,50.0,DC," 0,47€/kWh DC",0.47,ok
2025-09,Castilla y León,,3.7,AC,,,empty
2025-09,Castilla y León,,22.0,AC,,,empty
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Castilla y León,,43.0,DC,"0,45€/kWh",0.45,ok
2025-09,Castilla y León,,11.0,AC,,,no_kwh
2025-09,Castilla y León,,100.0,DC,"0,54€/kWh DC - 0,38€/kWh AC",0.54,ok
2025-09,Castilla y León,,100.0,DC,"0,54€/kWh DC - 0,38€/kWh AC",0.54,ok
2025-09,Castilla y León,,7.4,AC,0,,no_kwh
2025-09,Castilla y León,,7.4,AC,0,,no_kwh
2025-09,Castilla y León,,100.0,DC,"0,54€/kWh DC - 0,38€/kWh AC",0.54,ok
2025-09,Castilla y León,,150.0,DC,"0,59",,no_kwh
2025-09,Castilla y León,,100.0,DC,"0,54€/kWh DC - 0,38€/kWh AC",0.54,ok
2025-09,Castilla y León,,100.0,DC,"0,54€/kWh DC - 0,38€/kWh AC",0.54,ok
2025-09,Castilla y León,,180.0,DC,"0,58€/kWh DC >60kW (0,40€/min parked without charging)",0.58,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,"0,45€/kWh AC",0.45,ok
2025-09,Castilla y León,,120.0,DC,"0,54€/kWh",0.54,ok
2025-09,Castilla y León,,100.0,DC,"0,54€/kWh DC - 0,38€/kWh AC",0.54,ok
2025-09,Castilla y León,,22.0,AC,"0,42€/kWh (0,05€/min parked without charging)",0.42,ok
2025-09,Castilla y León,,22.0,AC,"0,35€/kWh DC & AC",0.35,ok
2025-09,Castilla y León,,42.0,DC,"0,35€/kWh DC & AC",0.35,ok
2025-09,Castilla y León,,42.0,DC,"0,35€/kWh DC & AC",0.35,ok
2025-09,Castilla y León,,400.0,DC,"0,59€/kWh ",0.59,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,22.0,AC,"0,42€/kWh (0,05€/min parked without charging)",0.42,ok
2025-09,Castilla y León,,100.0,DC,"0,54€/kWh DC - 0,38€/kWh AC",0.54,ok
2025-09,Castilla y León,,11.0,AC,,,no_kwh
2025-09,Castilla y León,,60.0,DC,"0,55€/kWh",0.55,ok
2025-09,Castilla y León,,3.7,AC,free,,free
2025-09,Castilla y León,,50.0,DC," 0,47€/kWh ",0.47,ok
2025-09,Castilla y León,,50.0,DC," 0,47€/kWh ",0.47,ok
2025-09,Castilla y León,,43.0,DC," 0,47€/kWh ",0.47,ok
2025-09,Castilla y León,,60.0,DC,"0,30 €/kWh",0.3,ok
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,150.0,DC,0.59€/kWh,0.59,ok
2025-09,Castilla y León,,11.0,AC,"0,48€/kWh",0.48,ok
2025-09,Castilla y León,,50.0,DC,,,empty
2025-09,Castilla y León,,100.0,DC,"0,54€/kWh DC - 0,38€/kWh AC",0.54,ok
2025-09,Castilla y León,,120.0,DC,"0,54 €/kWh DC",0.54,ok
2025-09,Castilla y León,,11.0,AC,free,,free
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,150.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Castilla y León,,150.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Castilla y León,,150.0,DC,0.52€/kWh DC - 0.47€/kWh AC,0.52,ok
2025-09,Castilla y León,,50.0,DC,0.60€/kWh ,0.6,ok
2025-09,Castilla y León,,50.0,DC,0.60€/kWh ,0.6,ok
2025-09,Castilla y León,,22.0,AC,0.60€/kWh ,0.6,ok
2025-09,Castilla y León,,50.0,DC,0.60€/kWh ,0.6,ok
2025-09,Castilla y León,,50.0,DC,0.60€/kWh ,0.6,ok
2025-09,Castilla y León,,22.0,AC,0.60€/kWh ,0.6,ok
2025-09,Castilla y León,,60.0,DC,"0,40€/kWh",0.4,ok
2025-09,Castilla y León,,22.0,AC,free,,free
2025-09,Castilla y León,,100.0,DC,"0.60€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.6,ok
2025-09,Castilla y León,,100.0,DC,"0.60€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.6,ok
2025-09,Castilla y León,,50.0,DC,"0.60€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.6,ok
2025-09,Castilla y León,,22.0,AC,"0.60€/kWh >60kW - 0,39€/kWh DC - 0,32€/kWh AC",0.6,ok
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,60.0,DC,"0,40 €/kWh",0.4,ok
2025-09,Castilla y León,,7.4,AC,"0,42€/kWh (0,05€/min parked without charging)",0.42,ok
2025-09,Castilla y León,,60.0,DC,"0,40€/kWh",0.4,ok
2025-09,Castilla y León,,22.0,AC,"0,42€/kWh (0,05€/min parked without charging)",0.42,ok
2025-09,Castilla y León,,60.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,22.0,AC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,150.0,DC," 0,59€/kWh - 0,40€/kWh AC ",0.59,ok
2025-09,Castilla y León,,240.0,DC,"0,59€/kWh",0.59,ok
2025-09,Castilla y León,,240.0,DC,"0,59€/kWh",0.59,ok
2025-09,Castilla y León,,3.7,AC,,,no_kwh
2025-09,Castilla y León,,3.7,AC,,,no_kwh
2025-09,Castilla y León,,3.7,AC,,,empty
2025-09,Castilla y León,,7.4,AC,,,empty
2025-09,Castilla y León,,3.7,AC,,,empty
2025-09,Castilla y León,,22.0,AC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,60.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,11.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,"0,39€/kWh + parking fee",0.39,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Castilla y León,,43.0,DC,"0,45€/kWh",0.45,ok
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,11.0,AC,,,empty
2025-09,Castilla y León,,11.0,AC,,,empty
2025-09,Castilla y León,,7.4,AC,,,empty
2025-09,Castilla y León,,50.0,DC," 0,45€/kWh DC50kW/AC43kW ",0.45,ok
2025-09,Castilla y León,,50.0,DC," 0,45€/kWh DC50kW/AC43kW ",0.45,ok
2025-09,Castilla y León,,60.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,22.0,AC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,2.3,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,free (max. 2h. 8-22),,free
2025-09,Castilla y León,,11.0,AC,free (max. 2h 8-22),,free
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,7.0,AC,"0,39€/kWh AC ",0.39,ok
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,11.0,AC,,,no_kwh
2025-09,Castilla y León,,2.3,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,"0,42€/kWh (0,05€/min parked without charging)",0.42,ok
2025-09,Castilla y León,,150.0,DC,"0,58€/kWh DC >60kW (0,40€/min parked without charging)",0.58,ok
2025-09,Castilla y León,,150.0,DC,"DC: 0,54€/kWh - AC: 0,39€/kWh",0.54,ok
2025-09,Castilla y León,,150.0,DC,"DC: 0,54€/kWh - AC: 0,39€/kWh",0.54,ok
2025-09,Castilla y León,,22.0,AC,"DC: 0,54€/kWh - AC: 0,39€/kWh",0.54,ok
2025-09,Castilla y León,,50.0,DC," 0,45€/kWh DC50kW/AC43kW ",0.45,ok
2025-09,Castilla y León,,50.0,DC," 0,45€/kWh DC50kW/AC43kW ",0.45,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,90.0,DC,"0,50€/kWh DC ",0.5,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,0.40€/kWh,0.4,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,22.0,AC,"0,34€/kWh",0.34,ok
2025-09,Castilla y León,,50.0,DC,"0,34€/kWh",0.34,ok
2025-09,Castilla y León,,60.0,DC," 0,49€/kWh DC - 0,40€/kWh AC ",0.49,ok
2025-09,Castilla y León,,22.0,AC," 0,49€/kWh DC - 0,40€/kWh AC ",0.49,ok
2025-09,Castilla y León,,22.0,AC,"0,35€/kWh",0.35,ok
2025-09,Castilla y León,,3.7,AC,free,,free
2025-09,Castilla y León,,2.3,AC,free,,free
2025-09,Castilla y León,,11.0,AC,"0,42€/kWh (0,05€/min parked without charging)",0.42,ok
2025-09,Castilla y León,,7.4,AC,"0,42€/kWh (0,05€/min parked without charging)",0.42,ok
2025-09,Castilla y León,,3.7,AC,"0,35€/kWh",0.35,ok
2025-09,Castilla y León,,2.3,AC,"0,35€/kWh",0.35,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,"0,33€/kWh DC - 0,25€/kWh AC (AC chargers free with Costco Membership)",0.33,ok
2025-09,Castilla y León,,180.0,DC,"0,33€/kWh DC - 0,25€/kWh AC (AC chargers free with Costco Membership)",0.33,ok
2025-09,Castilla y León,,22.0,AC,,,empty
2025-09,Castilla y León,,3.7,AC,,,no_kwh
2025-09,Castilla y León,,150.0,DC,"0,46€/kWh",0.46,ok
2025-09,Castilla y León,,22.0,AC,"0,22€/kWh",0.22,ok
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,free,,free
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,7.4,AC,"0,30€/kWh + 1€/charge",0.3,ok
2025-09,Castilla y León,,22.0,AC,"0,34€/kWh + parking fee",0.34,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Castilla y León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-09,Castilla y León,,43.0,DC,"0,45€/kWh",0.45,ok
2025-09,Castilla y León,,22.0,AC," 0,30€/kWh 22kW AC",0.3,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,22.0,AC,free,,free
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,11.0,AC,,,empty
2025-09,Castilla y León,,22.0,AC,,,empty
2025-09,Castilla y León,,50.0,DC,"0,39€/kWh",0.39,ok
2025-09,Castilla y León,,50.0,DC,"0,39€/kWh",0.39,ok
2025-09,Castilla y León,,200.0,DC,"0,49€/kWh",0.49,ok
2025-09,Castilla y León,,22.0,AC,,,empty
2025-09,Castilla y León,,250.0,DC,,,empty
2025-09,Castilla y León,,250.0,DC,,,empty
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,2.3,AC,,,no_kwh
2025-09,Castilla y León,,11.0,AC,,,empty
2025-09,Castilla y León,,22.0,AC,"0,34€/kWh + parking fee",0.34,ok
2025-09,Castilla y León,,22.0,AC,,,empty
2025-09,Castilla y León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-09,Castilla y León,,150.0,DC,0.59€/kWh,0.59,ok
2025-09,Castilla y León,,150.0,DC,0.59€/kWh,0.59,ok
2025-09,Castilla y León,,3.6,AC,"0,39€/kWh DC - 0,32€/kWh AC",0.39,ok
2025-09,Castilla y León,,11.0,AC,,,empty
2025-09,Castilla y León,,100.0,DC,"0,43€/kWh DC - 0,32€/kWh AC",0.43,ok
2025-09,Castilla y León,,22.0,AC,"0,43€/kWh DC - 0,32€/kWh AC",0.43,ok
2025-09,Castilla y León,,22.0,AC,free,,free
2025-09,Castilla y León,,22.0,AC,"0,10€/kWh",0.1,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,22.0,AC,"0,39€/kWh",0.39,ok
2025-09,Castilla y León,,22.0,AC,"0,42€/kWh (0,05€/min parked without charging)",0.42,ok
2025-09,Castilla y León,,50.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,43.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,50.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,120.0,DC,"0,60€/kWh ",0.6,ok
2025-09,Castilla y León,,50.0,DC,"0,60€/kWh ",0.6,ok
2025-09,Castilla y León,,11.0,AC,"0,60€/kWh ",0.6,ok
2025-09,Castilla y León,,11.0,AC,,,empty
2025-09,Castilla y León,,22.0,AC,"0,39€/kWh + parking fee",0.39,ok
2025-09,Castilla y León,,60.0,DC,"0,43€/kWh DC - 0,32€/kWh AC",0.43,ok
2025-09,Castilla y León,,22.0,AC,"0,43€/kWh DC - 0,32€/kWh AC",0.43,ok
2025-09,Castilla y León,,43.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,50.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,50.0,DC,"0,47€/kWh",0.47,ok
2025-09,Castilla y León,,60.0,DC," 0,45€/kWh DC - 0,39€/kWh AC ",0.45,ok
2025-09,Castilla y León,,22.0,AC," 0,45€/kWh DC - 0,39€/kWh AC ",0.45,ok
2025-09,Castilla y León,,22.0,AC,,,no_kwh
2025-09,Castilla y León,,22.0,AC,,,empty
2025-09,Castilla y León,,11.0,AC,"0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-09,Castilla y León,,60.0,DC,"0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-09,Castilla y León,,7.4,AC,,,no_kwh
2025-09,Castilla y León,,150.0,DC,"0,60€/kWh DC - 0,43€/kWh AC",0.6,ok
2025-09,Castilla y León,,50.0,DC,"0,60€/kWh DC - 0,43€/kWh AC",0.6,ok
2025-09,Castilla y León,,22.0,AC,"0,60€/kWh DC - 0,43€/kWh AC",0.6,ok
2025-09,Castilla y León,,100.0,DC,"0,60€/kWh DC - 0,40€/kWh AC",0.6,ok
2025-09,Castilla y León,,50.0,DC,"0,60€/kWh DC - 0,40€/kWh AC",0.6,ok
2025-09,Castilla y León,,11.0,AC,"0,60€/kWh DC - 0,40€/kWh AC",0.6,ok
2025-09,Castilla y León,,90.0,DC,"0,56€/kWh DC - 0,38€/kWh AC",0.56,ok
2025-09,Castilla y León,,22.0,AC,"0,56€/kWh DC - 0,38€/kWh AC",0.56,ok
2025-09,Castilla y León,,22.0,AC,,,empty
2025-09,Castilla y León,,22.0,AC,"0,38€/kWh AC - (0,03€/min parked without charging)",0.38,ok
